Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,lyrics,lyrics_found
Partition,Beyoncé,BEYONCÉ [Platinum Edition],2013,319466,4,0.418,0.441,11,-11.522,0,0.283,0.029,0.0707,0.306,0.172,175.928,69,"Let me hear you say, ""Hey, Ms. Carter"" (
Hey, Ms. Carter
)
Say, ""Hey, Ms. Carter"" (
Hey, Ms. Carter
)
Give me somethin'

See me up in the club with fifty-'leven girls
Posted in the back, diamond fangs in my grill
Brooklyn brim with my eyes sittin' low
Every boy in here with me got that smoke
And every girl in here got to look me up and down
All on Instagram, cake by the pound
Circulate the image every time I come around
G's up, tell me how I'm lookin', babe

Boy, this all for you, just walk my way
Just tell me how it's lookin', babe
Just tell me how it's lookin', babe (How it's lookin', babe)
I do this all for you, baby, just take aim
And tell me how it's lookin', babe (How it's lookin', babe)
Tell me how it's lookin', babe, lookin', babe

Drop the bass, mane, the bass get lower
Radio say, ""Speed it up,"" I just go slower
High like treble, pumpin' on the mids
The man ain't ever seen a booty like this
And why you think you keep my name rollin' off the tongue?
'Cause when he want a smash, I'll just write another one
I sneezed on the beat and the beat got sicker
Yoncé all on his mouth like liquor

Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Yoncé all on his mouth like liquor
Like, like liquor, like, like, like liquor

Beyoncé, Beyoncé?
Are you happy to be in Paris?
Are you happy to be in Paris?
Beyoncé, Beyoncé, Beyoncé
?


(Drum)

Driver, roll up the partition, please
Driver, roll up the partition, please
I don't need you seein' 'Yoncé on her knees
Took forty-five minutes to get all dressed up
We ain't even gonna make it to this club
Now my mascara runnin', red lipstick smudged
Oh, he so horny, yeah, he want to fuck
He popped all my buttons and he ripped my blouse
He Monica Lewinsky'd all on my gown

Oh, there, daddy, daddy didn't bring the towel
Oh, baby, baby, we better slow it down
Took forty-five minutes to get all dressed up
And we ain't even gon' make it to this club

Take all of me
I just wanna be the girl you like
The kind of girl you like
Take all of me
I just wanna be the girl you like
The kind of girl you like is right here with me

Driver, roll up the partition fast (
Hey
)
Driver, roll up the partition fast
Over there, I swear I saw them cameras flash
Handprints and footprints on my glass
Handprints and good grips all on my ass
Private show with the music blastin'
He like to call me ""Peaches"" when we get this nasty
Red wine drip, we'll talk that trash
Chauffeur eavesdroppin', tryin' not to crash

Oh, there, daddy, daddy, now you rip my fur
Oh, baby, baby be sweatin' off my hair
Took forty-five minutes to get all dressed up
And we ain't even gonna make it to this club

Take all of me
I just wanna be the girl you like
The kind of girl you like
Take all of me
I just wanna be the girl you like
The kind of girl you like is right here with me (
Hello
)

Est-ce que tu aimes le sexe?
Le sexe, je veux dire: l'activité physique, le coït. Tu aimes ça ?
Tu ne t'intéresses pas au sexe ?
Les hommes pensent que les féministes détestent le sexe, mais c'est une activité très stimulante et naturelle que les femmes adorent

Take all of me
I just wanna be the girl you like
The kind of girl you like
Take all of me
I just wanna be the girl you like
The kind of girl you like is right here with me (
Hello
)

Bzz-bzz-bzz-bzz-bzz
Bzz-bzz-bzz-bzz-bzz-bzz-bzz-bzz-wop",True
Run the World (Girls),Beyoncé,4,2011,236093,4,0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,70,"Girls (Ah, yeah)
We run this mutha (
Ah
), yeah
Girls (Ah, yeah)
We run this mutha (Ah), yeah
Girls (Ah, yeah)
We run this mutha (Ah), yeah
Girls (Ah, yeah)
We run this mutha (Girls)

Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run this mutha? (
Ah
, girls)
Who run this mutha? (
Ah, yeah
, girls)
Who run this mutha? (
Ah
, girls)
Who run this mutha? (
Ah, yeah
, girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? G-G-Girls (
Girls
)

Some of them men think they freak this
Like we do, but no, they don't
Make your check, come at they neck
Disrespect us, no, they won't
Boy, don't even try to touch this (T-T-Touch this)
Boy, this beat is crazy (Crazy)
This is how they made me (Made me)
Houston, Texas, baby
This goes out to all my girls
That's in the club rockin' the latest
Who will buy it for themselves
And get more money later
I think I need a barber (Barber)
None of these **** can fade me (Fade me)
I'm so good with this
I remind you, I'm so hood with this

Boy, I'm just playin'
Come here, baby
Hope you still like me
F-U, pay me

My persuasion can build a nation (Ooh, ooh)
Endless power, with our love, we can devour (Ooh)
You'll do anythin' for me
Who run the world? Girls (Girls)

Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run this mutha? (Ah, girls)
Who run this mutha? (Ah, yeah, girls)
Who run this mutha? (Ah, girls)
Who run this mutha? (Ah, yeah, girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? G-G-Girls (Girls)

It's hot up in here
DJ, don't be scared to run this, run this back
I'm reppin' for the girls who takin' over the world
Help me raise a glass for the college grads
41' Rollie to let you know what time it is, check
You can't hold me (You can't hold me)
I work my nine to five, better cut my check
This goes out to all the women gettin' it in
You on your grind
To other men that respect what I do
Please accept my shine
Boy, you know you love it
How we smart enough to make these millions
Strong enough to bear the children (
Children
)
Then get back to business (Business)

See, you better not play me (Me)
Oh, come here, baby (Baby)
Hope you still like me
F-U, pay me

My persuasion can build a nation (Ooh, ooh)
Endless power, with our love, we can devour (Ooh)
You'll do anythin' for me
Who run the world? Girls (Girls)

Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run this mutha? (Ah, girls)
Who run this mutha? (Ah, yeah, girls)
Who run this mutha? (Ah, girls)
Who run this mutha? (Ah, yeah, girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? Girls (Girls)
Who run the world? G-G-Girls (Girls)

Who are we? What we run? The world
(Who run this mutha****? Yeah)
Who are we? What we run? The world
(Who run this mutha****? Yeah)
Who are we? What do we run? We run the world
(Who run this mutha****? Yeah)
Who are we? What we run? We run the world
Who run the world? Girls (Girls)",True
Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,2008,193213,4,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,66,Page needs help... Paging ShellPageBot,True
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,194087,4,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,81,"White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul? So cynical

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh

I'm the bad guy

I like it when you take control
Even if you know that you don't
Own me, I'll let you play the role
I'll be your animal
My mommy likes to sing along with me
But she won't sing this song
If she reads all the lyrics
She'll pity the men I know

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh

I'm the bad guy, duh
I'm only good at bein' bad, bad

I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne

I'm a bad guy
I'm, I'm a bad guy
Bad guy, bad guy
I'm a bad",True
bury a friend,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019,193143,4,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,73,"Billie

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Come here
Say it, spit it out, what is it exactly
You're payin'? Is the amount cleanin' you out? Am I satisfactory?
Today, I'm thinkin' about the things that are deadly
The way I'm drinkin' you down
Like I wanna drown, like I wanna end me

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me

I wanna end me
I wanna, I wanna, I wanna… end me
I wanna, I wanna, I wanna…

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Listen
Keep you in the dark, what had you expected?
Me to make you my art and make you a star
And get you connected?
I'll meet you in the park, I'll be calm and collected
But we knew right from the start that you'd fall apart
'Cause I'm too expensive
It's probably somethin' that shouldn't be said out loud
Honestly, I thought that I would be dead by now (Wow)
Calling security, keepin' my head held down
Bury the hatchet or bury a friend right now

The debt I owe, gotta sell my soul
'Cause I can't say no, no, I can't say no
Then my limbs all froze and my eyes won't close
And I can't say no, I can't say no
Careful

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me

I wanna end me
I wanna, I wanna, I wanna… end me
I wanna, I wanna, I wanna…

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?",True
everything i wanted,Billie Eilish,everything i wanted,2019,245425,4,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,82,"I had a dream
I got everything I wanted
Not what you'd think
And if I'm bein' honest
It might've been a nightmare
To anyone who might care
Thought I could fly (Fly)
So I stepped off the Golden, mm
Nobody cried (Cried, cried, cried, cried)
Nobody even noticed
I saw them standing right there
Kinda thought they might care (Might care, might care)

I had a dream
I got everything I wanted
But when I wake up, I see
You with me

And you say, ""As long as I'm here, no one can hurt you
Don't wanna lie here, but you can learn to
If I could change the way that you see yourself
You wouldn't wonder why you hear
'They don't deserve you'""

I tried to scream
But my head was underwater
They called me weak
Like I'm not just somebody's daughter
Coulda been a nightmare
But it felt like they were right there
And it feels like yesterday was a year ago
But I don't wanna let anybody know
'Cause everybody wants something from me now
And I don't wanna let 'em down

I had a dream
I got everything I wanted
But when I wake up, I see
You with me

And you say, ""As long as I'm here, no one can hurt you
Don't wanna lie here, but you can learn to
If I could change the way that you see yourself
You wouldn't wonder why you hear
'They don't deserve you'""

If I knew it all then, would I do it again?
Would I do it again?
If they knew what they said would go straight to my head
What would they say instead?
If I knew it all then, would I do it again?
Would I do it again?
If they knew what they said would go straight to my head
What would they say instead?",True
idontwannabeyouanymore,Billie Eilish,dont smile at me,2017,203569,3,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,77,"Ba-da-da-da-da
Ba-da-da-da-da

Don't be that way
Fall apart twice a day
I just wish you could feel what you say
Show, never tell
But I know you too well
Got a mood that you wish you could sell

If teardrops could be bottled
There'd be swimming pools filled by models
Told, ""A tight dress is what makes you a whore""
If ""I love you"" was a promise
Would you break it, if you're honest?
Tell the mirror what you know she's heard before
I don't wanna be you
Anymore

Hands getting cold
Losing feeling is getting old
Was I made from a broken mold?
Hurt, I can't shake
We've made every mistake
Only you know the way that I break

If teardrops could be bottled
There'd be swimming pools filled by models
Told, ""A tight dress is what makes you a whore""
If ""I love you"" was a promise
Would you break it, if you're honest?
Tell the mirror what you know she's heard before
I, I don't wanna be you
I don't wanna be you
I don't wanna be you
Anymore",True
lovely (with Khalid),Billie Eilish,lovely (with Khalid),2018,200185,4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,87,,False
my future,Billie Eilish,my future,2020,208155,4,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,67,"I can't seem to focus
And you don't seem to notice I'm not here
I'm just a mirror
You check your complexion
To find your reflection's all alone
I had to go

Can't you hear me?
I'm not comin' home
Do you understand?
I've changed my plans

'Cause I, I'm in love
With my future
Can't wait to meet her
And I (I), I'm in love
But not with anybody else
Just wanna get to know myself

I know supposedly I'm lonely now (Lonely now)
Know I'm supposed to be unhappy
Without someone (Someone)
But aren't I someone? (Aren't I someone? Yeah)
I'd (I'd) like to be your answer (Be your answer)
'Cause you're so handsome (You're so handsome)

But I know better
Than to drive you home
'Cause you'd invite me in
And I'd be yours again

But I (I), I'm in love (Love, love, love, love)
With my future
And you don't know her (Ooh)
And I, I'm in love (Love, love)
But not with anybody here
I'll see you in a couple years",True
Therefore I Am,Billie Eilish,Happier Than Ever,2020,173539,4,0.879,0.365,2,-7.781,1,0.0924,0.227,0.135,0.0583,0.663,94.016,72,"I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

Stop, what the hell are you talking about? Ha
Get my pretty name out of your mouth
We are not the same with or without
Don't talk 'bout me like how you might know how I feel
Top of the world, but your world isn't real
Your world's an ideal

So go have fun
I really couldn't care less
And you can give 'em my best, but just know

I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

I don't want press to put your name next to mine
We're on different lines, so I
Wanna be nice enough, they don't call my bluff
'Cause I hate to find
Articles, articles, articles
Rather you remain unremarkable (Got a lotta)
Interviews, interviews, interviews
When they say your name, I just act confused

Did you have fun?
I really couldn't care less
And you can give 'em my best, but just know

I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

I'm sorry
I don't think I caught your name
I'm sorry
I don't think I caught your name

I'm not your friend (I'm not your friend)
Or anything, damn
You think that you're the man (They wanna, they can try)
I think, therefore, I am
I'm not your friend (I'm not your friend)
Or anything, damn (They wanna)
You think that you're the man
I think, therefore, I am",True
when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2018,196077,4,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,83,"Don't you know I'm no good for you?
I've learned to lose you, can't afford to
Tore my shirt to stop you bleedin'
But nothin' ever stops you leavin'

Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that

Don't you know too much already?
I'll only hurt you if you let me
Call me friend, but keep me closer (Call me back)
And I'll call you when the party's over

Quiet when I'm coming home and I'm on my own
And I could lie, say I like it like that, like it like that
Yeah, I could lie, say I like it like that, like it like that

But nothin' is better sometimes
Once we've both said our goodbyes
Let's just let it go
Let me let you go

Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that",True
Your Power,Billie Eilish,Happier Than Ever,2021,245896,4,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,72,"Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But havin' it's so strange

She said you were a hero
You played the part
But you ruined her in a year
Don't act like it was hard
And you swear you didn't know (Didn't know)
No wonder why you didn't ask
She was sleepin' in your clothes (In your clothes)
But now she's got to get to class

How dare you?
And how could you?
Will you only feel bad when they find out?
If you could take it all back
Would you?

Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But havin' it's so strange

I thought that I was special
You made me feel
Like it was my fault, you were the devil
Lost your appeal
Does it keep you in control? (In control)
For you to keep her in a cage?
And you swear you didn't know (Didn't know)
You said you thought she was your age

How dare you?
And how could you?
Will you only feel bad if it turns out
That they kill your contract?
Would you?

Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But power isn't pain

Mmm
Ooh
La-la-la-la-la, hmm
La-la-la-la-la-la, la-la",True
Bartier Cardi (feat. 21 Savage),Cardi B,Invasion of Privacy,2017,224284,4,0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,60,"Bardi in a 'Rari, diamonds all over my body
(
30, you a fool for this one
)
Shinin' all over my body
Bardi, put that lil' bitch on molly, Bardi
Bitch on molly (
Cheeze
)
21, diamonds all over my body
Fucked that bitch on molly (KSR)
Ask him if I'm 'bout it

Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (Skrt-skrrt, 
21
)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck, lane to lane, blow out the brain (
21
)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame

Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
From what?
)
Cardi put the pussy on Offset (
Say what?
)
Cartier, Cardi B brain on Offset (
21
)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
21
)
Cardi put the pussy on Offset (
Cardi
)
Cartier, Cardi B brain on Offset (
Who? Cardi?
)

Who get this motherfucker started? Cardi
Who took your bitch out to party? Cardi
I took your bitch and departed Cardi
Who that be fly as a Martian? Cardi
Who that on fleek in the cut? Cardi
Who got the bricks in the truck? Cardi
Them diamonds gon' hit like a bitch on a bitchy-ass bitch
Bitch, you a wannabe Cardi
Red bottom MJ, moonwalk on a bitch
Moonwalkin' through your clique
I'm moonwalkin' in the 6
.50 with the kick, moonrocks in this bitch
I'm from the motherfuckin' Bronx (Bronx)
I keep the pump in the trunk (Trunk)
Bitch, if you bad then jump (Jump)
Might leave your bitch in a slump (Your back)

Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (Skrt-skrrt, 
21
)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck, lane to lane, blow out the brain (
21
)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame

Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
From what?
)
Cardi put the pussy on Offset (
Say what?
)
Cartier, Cardi B brain on Offset (
21
)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
21
)
Cardi put the pussy on Offset (
Cardi
)
Cartier, Cardi B brain on Offset

Your bitch wanna party with a Savage (21)
Saint Laurent Savage in an Aston (Yeah)
High end cars and fashion (21)
I don't eat pussy, I'm fastin' (On God)
I'm a Blood, my brother Crippin'
Bitch, I'm drippin', ho, you trippin'
Told the waitress, I ain't tippin'
I like hot sauce on my chicken (On God)
I pulled the rubber off and I put hot sauce on her titties (21)
I'm in a Bentley truck, she keep on suckin' like it's tinted (21)
All these VVSs, nigga, my sperm worth millions (On God)
The bitch so bad, I popped a molly 'fore I hit it (21, 21)

Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (Skrt-skrrt, 
21
)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck, lane to lane, blow out the brain (
21
)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame

Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
From what?
)
Cardi put the pussy on Offset (
Say what?
)
Cartier, Cardi B brain on Offset (
21
)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
21
)
Cardi put the pussy on Offset (
Cardi
)
Cartier, Cardi B brain on Offset (
Who? Cardi?
)

Step in this bitch in Givenchy (Cash)
Fuck up a check in Givenchy (Cash)
Boss out the coupe and them inches
I fuck up a bag at the Fendi, I fuck up a bag in a minute
Who you know drip like this?
Who you know built like this?
I'm poppin' shit like a dude
Pull up to pop at your crew, brrrt, poppin' at you (Woo)
They say you basic, I flooded the Rollie with diamonds
I flooded the Patek and bracelet
I got your bitch and she naked
Ice on the cake when I bake it
I'm switchin' lanes in the Range
Swap out the dick for the brain
Swap out your bitch for your main
Swap out the trap for the fame
Ice on them Cardi B Cartier frames, bitch

Your bitch wanna party with Cardi
Cartier Bardi in a 'Rari (Skrt-skrrt, 
21
)
Diamonds all over my body (Cardi)
Shinin' all over my body (My body)
Cardi got your bitch on molly
Bitch, you ain't gang, you lame
Bentley truck, lane to lane, blow out the brain (
21
)
I go insane, insane
I drop a check on the chain, fuck up a check in the Flame

Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
From what?
)
Cardi put the pussy on Offset (
Say what?
)
Cartier, Cardi B brain on Offset (
21
)
Cardi took your man, you upset, uh
Cardi got rich, they upset, yeah (
21
)
Cardi put the pussy on Offset (
Cardi
)
Cartier, Cardi B brain on Offset (
Who? Cardi?
)",True
Be Careful,Cardi B,Invasion of Privacy,2018,210787,4,0.82,0.568,6,-8.23,0,0.411,0.0256,0.0,0.0952,0.535,152.279,67,"Yeah
Care for me, care for me, care for me, uh
Yeah, look

I wanna get married, like the Currys, Steph and Ayesha shit
But we more like 
Belly, 
Tommy and Keisha shit
Gave you TLC, you wanna creep and shit
Poured out my whole heart to a piece of shit
Man, I thought you woulda learned your lesson
'Bout likin' pictures, not returnin' texts
I guess it's fine, man, I get the message
You still stutter after certain questions
You keep in contact with certain exes
Do you, though? Trust me, nigga, it's cool, though
Said that you was workin', but you out here chasin' culo
And putas, chillin' poolside, livin' two lives
I coulda did what you did to me to you a few times
But if I did decide to slide, find a nigga
Fuck him, suck his dick, you would've been pissed
But that's not my M.O., I'm not that type of bitch
And karma for you is gon' be who you end up with
You make me sick, nigga

The only man, baby, I adore
I gave you everything, what's mine is yours
I want you to live your life of course
But I hope you get what you dyin' for

Be careful with me (Mmm)
Do you know what you doin'?
Whose feelings that you're hurtin' and bruisin'?
You gon' gain the whole world
But is it worth the girl that you losin'?
Be careful with me
Yeah, it's not a threat, it's a warnin'
Be careful with me
Yeah, my heart is like a package with a fragile label on it
Be careful with me

Care for me, care for me
Always said that you'd be there for me, there for me
Boy, you better treat me carefully, carefully, look

I was here before all of this
Guess you actin' out now, you got an audience
Tell me where your mind is, drop a pin, what's the coordinates?
You might have a fortune, but you lose me, you still gon' be misfortunate, nigga
Tell me, this lust got you this fucked up in the head
You want some random bitch up in your bed?
She don't even know your middle name, watch her 'cause she might steal your chain
You don't want someone who loves you instead? I guess not though
It's blatant disrespect, you nothin' like the nigga I met
Talk to me crazy and you quick to forget
You even got me trippin', you got me lookin' in the mirror different
Thinkin' I'm flawed because you inconsistent
Between a rock and a hard place, the mud and the dirt
It's gon' hurt me to hate you, but lovin' you's worse
It all stopped so abrupt, you started switchin' it up
Teach me to be like you so I can not give a fuck
Free to mess with someone else, I wish these feelings could melt
'Cause you don't care about a thing except your mothafuckin' self
You make me sick, nigga

The only man, baby, I adore
I gave you everything, what's mine is yours
I want you to live your life of course
But I hope you get what you dyin' for

Be careful with me (Mmm)
Do you know what you doin'?
Whose feelings that you're hurtin' and bruisin'?
You gon' gain the whole world
But is it worth the girl that you losin'?
Be careful with me (Mmm)
Yeah, it's not a threat, it's a warnin'
Be careful with me
Yeah, my heart is like a package with a fragile label on it
Be careful with me",True
