Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,lyrics,lyrics_found
ICU,Coco Jones,What I Didn’t Tell You (Deluxe),2022,241624,3,0.587,0.447,8,-6.765,1,0.0641,0.698,0.0,0.113,0.315,124.669,65,"Oh, ooh
(Welcome to the camp)
Oh, ooh
Oh, ooh
Mm, mm-mm-mm
Mm, yeah, yeah
Oh, ooh

Somethin' 'bout your hands on my body
Feels better than any man I ever had
Somethin' 'bout the way you just get me
I try and I don't 'cause I can't forget

You've got a feeling
A soul that I need in my life (Yeah, yeah)
Oh, woah
And though we may grow
I don't know why we don't grow apart

Maybe I-I-I-I-I, I need you
I breathe you, turnin' my heart blue
Maybe I-I-I-I-I, I need you
When I leave you, I see you
Oh-oh-oh, oh, oh-oh-oh, oh
Oh-oh-oh, oh, oh, oh, oh

First, we agreed that we better as friends
I'll delete every messagе that we send
Try to move on with somеbody less like you
I don't know how we end up in the red
Find myself readin' your comments again
And then, we end up in each other's heads
It all makes sense because

You've got a feeling
A soul that I need in my life, babe
Oh, oh, oh-ooh-woah
And though we may grow
I don't know why we don't grow apart, babe
Baby

Maybe I-I-I-I-I, I need you
I breathe you, turnin' my heart blue
Maybe I-I-I-I-I, I need you
When I leave you, I see you
Oh-oh-oh, oh, oh-oh-oh, oh
Oh-oh-oh, oh, oh, oh
Oh-oh-oh, oh, oh-oh-oh, oh
Oh-oh-oh, oh, oh, oh, oh

Maybe I just feel lost without you
Maybe I'm just pissed off without you
Baby, my life's just off without you
Maybe you're worth it all to me, baby
Maybe, maybe, just maybe",True
Sweep It Up,Coco Jones,Sweep It Up,2023,197958,4,0.508,0.689,1,-3.265,0,0.0764,0.137,0.0,0.18,0.528,79.907,51,"Da-ta-ra-ra, da-ta-ra-ra
Da-ta-ra-ra, da-ta-ra-ra

I don't wanna leave your love behind
Can't keep up with the ways that you change your mind
If you can't keep up, then break my heart to pieces

Somebody else gon' sweep it up, sweep it up, ah damn
Sweep it up, if you can't keep up
On the hand it's still hard to reach ya
Don't let your next mistake be the one to teach ya
Somebody else gon' sweep it up, sweep it up, ah damn
Sweep it up, if you can't keep up
Somebody else gon' sweep it up, sweep it up
Ah damn, sweep it up, better clean this up

You forget your name if no one called you here
And you forget the use of every argument
I thought I was selfish, but you take the cake
Come alive at night and I always take the bait
But you, something 'bout you I can't let go of
And you make me question all I know of
Should've been my baby, what's the hold up
Just tell me when you gonna grow up, oh

Two years and still ICU
Ain't get stage fright
Two years I can't lie
Wish that we were on the same side
The main line, tryna save you like dateline

I don't wanna leave your love behind
Can't keep up with the ways that you change your mind
If you can't keep up, then break my heart to pieces

Somebody else gon' sweep it up, sweep it up, ah damn
Sweep it up, if you can't keep up
On the hand it's still hard to reach ya
Don't let your next mistake be the one to teach ya
Somebody else gon' sweep it up, sweep it up, ah damn
Sweep it up, if you can't keep up
Somebody else gon' sweep it up, sweep it up
Ah damn, sweep it up, better clean this up

I can't read you
I can't leave you
You know I want you
But I don't need you
First time was a movie, was a sequel
Feet down, I'm just tryna get equal, yeah
Ooh boy

Two years and still ICU
Ain't get stage fright
Two years I can't lie
Wish that we were on the same side
The main line, tryna save you like dateline

I don't wanna leave your love behind
Can't keep up with the ways that you change your mind
If you can't keep up, then break my heart to pieces

Somebody else gon' sweep it up, sweep it up, ah damn
Sweep it up, if you can't keep up
On the hand it's still hard to reach ya
Don't let your next mistake be the one to teach ya
Somebody else gon' sweep it up, sweep it up, ah damn
Sweep it up, if you can't keep up
Somebody else gon' sweep it up, sweep it up
Ah damn, sweep it up, better clean this up",True
Dirt Cheap,Cody Johnson,Leather,2022,239346,4,0.62,0.507,1,-5.891,1,0.0307,0.111,0.0,0.101,0.266,120.065,74,"They came in thinkin' top dollar
To that old cotton crop farmer
They knocked on his screen door and he said
""Lord, what you need, boys?"" And they said
""You know all the others went and cashed out
We got the subdivision all mapped out
It'll sit right here on this land
And you could leave town a rich man""
And he said, ""Boys, whatever you're offerin', it won't be enough

'Cause I got a little girl that used to swing right there
I still see her pink bow in her brown hair
She's in the big city, but she still calls home
What's she gonna do if she comes back and we're gone?
And ovеr there, under that whitе oak tree
Beneath the cross is where my best buddy's buried
Lasted thirteen huntin' seasons runnin' strong
Keep your money 'cause a man can't leave his dog
And over there is where I got down on one knee
You can't buy that kind of dirt cheap""

One man smiled and he kinda looked away
The other said, ""Before we go, I gotta know one thing
Between the droughts and the floods through all the years
What in the world got you through?
How the hell'd you get here?"" And he said

""That little girl that used to swing right there
I still see her pink bow in her brown hair
Runnin' up after one of them long days
A big smile makin' every little worry fade
And over there, under that white oak tree
Beneath the cross, where my best buddy's buried
All them huntin' seasons freezin' in a jon boat
Me and him, double-barrel and a two-stroke
And that woman that said 'yes' when I got down on one knee
Yeah, you can't buy that kind of dirt cheap

No, it ain't somethin' you fall into
It's somethin' God gives you
And you hold on to

Just like that little girl who used to swing right there
I still see her pink bow in her brown hair
She's in the big city now, but she still calls home
She's comin' back next week and, man, it's been too long
And over there, under that white oak tree
Beside the cross, where my best buddy's buried
Lays a puppy posted up in the shade
That woman never could turn away a stray
I guess that's why she said 'yes' when I got down on one knee
Oh, long as all this is here, why the hell would I ever leave?
You can't buy that kind of dirt cheap""",True
Human,Cody Johnson,Human The Double Album,2021,221520,4,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,67,"I thought by now I'd have it figured out
How not to make the easy thing so hard to do
I bet that I'd be further down this road
If I could read the signs that point me to the truth

I never planned on being nothin' but a cowboy
But somewhere I picked up this old guitar
Girl, all I can say is that I'm sorry
If I get kinda careless with your heart

All the headlights, all the midnights
Chasin' all that empty, still ain't got it right
All the crazy all the gypsy
I guess all I'm sayin' is forgive me
If I don't know what I'm doin'
I'm still learnin' to be human

So far I've been good at burnin' bridges
Strike a match and ride right out of town
Bless your heart for nevеr tryin' to fix me
Or quit me or slow me down

All thе headlights, all the midnights
Chasin' all that empty, still ain't got it right
All the crazy all the gypsy
I guess all I'm sayin' is forgive me
If I don't know what I'm doin'
'Cause I'm still learnin' to be human

All the highways playin' outlaw
Rollin' outta nowhere with the brakes off
All the crazy and the whiskey
Wakin' up and wonderin' what hit me
Whoa, forgive me, I really don't know what I'm doin'
'Cause I'm still learnin' to be human
Mm, still learnin' to be human",True
Long Haired Country Boy (feat. The Rockin' CJB),Cody Johnson,Ain't Nothin' to It,2023,257079,4,0.539,0.786,6,-4.884,1,0.0269,0.00228,1.79e-05,0.121,0.503,88.969,53,"People say I ain't no good
And I'm crazy as a loon
'Cause I get stoned in the morning
I get drunk in the afternoon
I'm kinda like my old blue tick hound
I like to lay around in the shade
I ain't got no money
But I damn sure got it made

And I ain't asking nobody for nothin'
If I can't get it on my own
If you don't like the way I'm livin'
Just leave this long haired country boy alone

Well I've seen a preacher man talking on TV
He was puttin' down rock 'n' roll
He wants me to send a donation
'Cause he's worried about my soul
He said Jesus walked on the water
And y'all know this is true
Well sometimes I think that old preacher man
Should like to do a little walking too

'Cause I ain't asking nobody for nothin'
Yeah, if I can't get it on my own
Yeah, if you don't like the way I'm livin'
Just leave this long haired country boy alone
Oh, here it goes


Well I said the poor girl wants to marry
And the rich girl wants to flirt
The rich boys went off to college
And all of us poor boys came to work
The drunkard wants another drink of wine
And the politician wants your vote
But me, I don't want much of nothin' at all
But I will take another toke

'Cause I ain't asking nobody for nothin'
Yeah, if I can't get it on my own
Yeah, if you don't like the way I'm livin'
Just leave this long haired country boy alone
Well I said, I said
If you don't like how I'm livin'
Just leave this long haired country boy alone

Get 'em boys",True
Me and My Kind,Cody Johnson,Cowboy Like Me,2016,156200,4,0.588,0.807,2,-3.426,1,0.0283,0.0835,0.0,0.109,0.674,110.014,75,"Yeah, that's my old girlfriend
I saw her when she walked in
Her hair's a little longer but she's still lookin' stronger than sin
No, I don't care if you buy her a drink
But she's not the kind of girl you'd think
Oh 'cause back when we were lovin'
She thought cowboys were something
Now they ain't

'Cause she's over buckles
She's over spurs
To her, you're just a heartache in a pearl snap shirt
Been lassoed and let go for the last time
No, she ain't just over me
She's over me and my kind

I guess I ruined it for the rest of us
When I left her standing in my dust
Oh and lately she's been hating rodeos and Copenhagen
And trucks, ha

Yeah, she's over buckles
She's over spurs
To her, you're just a heartache in a pearl snap shirt
Been lassoed and let go for the last time
No, she ain't just over me
She's over me and my kind


Yeah, she's over buckles
She's over spurs
To her, you're just a heartache in a Wrangler pearl snap shirt
Lassoed and let go for the last time
She ain't just over me
She's over me and my kind
She ain't just over me
She's over me and my kind",True
Monday Morning Merle,Cody Johnson,Ain't Nothin' to It,2023,229120,4,0.596,0.58,2,-6.318,1,0.0229,0.257,0.000102,0.196,0.409,93.979,50,"Monday morning Merle
Don't worry ’bout the girl he used to love
Tuesday's throwback, Springsteen
""Devils & Dust""

Wednesday spins the Beatles
Thursday is the Eagles
""Take It Easy"" 'til that Friday rocks his world
After Saturday on Jackson Browne
He’s Sunday morning coming down
Then he's right back to missing that girl
Turns up ""Misery and Gin""
Here we are again
At Monday morning Merle

Monday morning Merle
Lets that old broken heart get back to work
He hides all the holes and the hurt
Under the dirt on his shirt
And the only way that he can get
Through the days and the regret
Is a song full of truth with some words he never said
With those whiskey remedies
And those old school melodies you can't forget

That's why on Wednesday spins the Beatles
Thursday is the Eagles
""Take It Easy"" 'til that Friday rocks his world
After Saturday on Jackson Browne
He's Sunday morning coming down
And he's right back to missing that girl
Turns up ""Misery and Gin""
Here we are again
Monday morning Merle


Wednesday spins the Beatles
Thursday is the Eagles
""Take It Easy"" 'til that Friday rocks his world
After Saturday on Jackson Browne
He’s Sunday morning coming down
And he’s right back to missing that girl
Turns up ""Misery and Gin""
Here we are again
At Monday morning Merle

That's just the way I am
Sing me back home again
To Monday morning Merle
Monday morning Merle",True
Nothin' on You,Cody Johnson,Ain't Nothin' to It,2018,260466,3,0.358,0.358,6,-7.18,1,0.0307,0.566,0.000232,0.104,0.158,134.629,63,"Wearin' your black dress, red shoes, makeup, perfume, and diamonds
You always impress, turn heads, the second you walk through the door
You're like a real-life work of fine art, baby, you're priceless
But I just wanna get home, get that black dress down on the floor

'Cause when you got nothin' on
There ain't nothin' wrong
Lovin' you all night long's
All I wanna do
I've seen the mountains high
I've sailed the ocean blue
But when you got nothin' on
Ain't nothin' got nothin' on you

You're better than Venice, Vegas, New York, LA, or Paris
Baby, you're Vermont in the fall, the Grand Canyon on a full moon
Oh, and they can keep those highrise, high price mansions, I wouldn't trade places
Long as I'm here with you, baby, I've got a room with a view

'Cause when you got nothin' on
There ain't nothin' wrong
Lovin' you all night long's
All I wanna do
I've seen the mountains high
I've sailed the ocean blue
But when you got nothin' on
Ain't nothin' got nothin' on you


Yeah, 'cause I've seen the mountains high
I've sailed the ocean blue
But when you got nothin' on
Ain't nothin' got nothin' on you
When you got nothin' on
Ain't nothin' got nothin' on you
Ain't nothin' got nothin' on you, baby",True
On My Way to You,Cody Johnson,Ain't Nothin' to It,2019,213306,4,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,63,"All the boats I've missed
All the hell I've caused
All the lips I've kissed
All the love I've lost
I got kicked around
I've been black and blue
On my way to you

All the stars I've seen
All the songs I've sung
All the beers I've drank
All the damage done
I was just passin' time
Kinda just passin' through
On my way to you

Every curve, every ditch
Every turn, every bridge
I left behind me up in smoke
Every fork in the road
It was all worth the while
When I finally saw your smile
Every highway, every heartbreak
Every mountain, every mile

I got the radio up
Sun is going down
I’ll take a left at the bank
And I’ll head straight through town
So baby, put on that dress
A little sweet perfume
‘Cause I’m on my way to you


Yeah, every curve, every ditch
Every turn, every bridge
I left behind me up in smoke
Every fork in the road
It was all worth the while
When I finally saw your smile
Every highway, every heartbreak
Every mountain, every mile

All the boats I’ve missed
All the hell I’ve caused
All the lips I’ve kissed
All the love I’ve lost
I thank God for that
I guess he always knew
I was on my way to you

On my way to you
On my way to you",True
The Painter,Cody Johnson,The Painter,2022,211413,4,0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,69,"She talks about the future like she's flippin' through a magazine
Finds the beauty in the thrown away and broken things
Gets excited about all my crazy dreams

Got every sunset that she's ever seen memorized
Saves them away for a rainy day or stormy night
The sky is brighter lookin' at it through her eyes

I don't remember
Life before she came into the picture
Brought the beauty I was missin' with her
Showed me colors I ain't ever seen
She took chances
With every wall I built, she saw a canvas
I thank God every day for how He made her
My life was black and white, but she's the painter

She reminds me that it ain't too late to start again
Fine is good, but you need some blue every now and then
How'd I live so long without her reckless touch?

I don't remember
Life before she came into the picture
Brought the beauty I was missin' with her
Showed me colors I ain't ever seen
She took chances
With every wall I built, she saw a canvas
I thank God every day for how He made her
My life was black and white, but she's the painter

I don't remember
Life before she came into the picture
Brought the beauty I was missin' with her
Showed me colors I ain't ever seen
She took chances
With every wall I built, she saw a canvas
I thank God every day for how He made her
My life was black and white, but she's the painter

She's the painter",True
Til You Can't,Cody Johnson,Human The Double Album,2021,224213,4,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,73,"You can tell your old man you'll do some large-mouth fishin' another time
You just got too much on your plate to bait and cast a line
You can always put a rain check in his hand
'Til you can't

You can keep puttin' off forever with that girl who's heart you hold
Swearin' that you'll ask someday further down the road
You can always put a diamond on her hand
'Til you can't

If you got a chance take it
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't

There's a box of greasy parts sittin' in the trunk of that sixty-five
Still waitin' on you and your grandad to bring it back to life
You can always get around to fixin' up that Pontiac
'Til you can't

If you got a chance take it
Take it while you got a chancе
If you got a dream chase it
'Cause a drеam won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't

So take that phone call from your mama
Just talk away
'Cause you'll never know how bad you wanna
'Til you can't some day
Don't wait on tomorrow 'cause tomorrow may not show
Say your sorry's, I love you's
'Cause, man, you never know

If you got a chance take it
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't
Yeah, if you got a chance take it (Take it)
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't
'Til you can't

Yeah
Take it",True
BIG PURR (Prrdd) (feat. Pooh Shiesty),Coi Leray,BIG PURR (Prrdd),2021,116760,4,0.774,0.412,1,-8.619,1,0.378,0.026,0.0,0.088,0.38,139.943,46,"Blrrd, blrrd, blrrd, blrrd

Yeah, he call me big purr (Blrrd, blrrd)
Come make that pussy purr (Blrrd, blrrd)
The SRT make her get wet, play in that cat while I switch gearsYou keep on runnin' from these backshots, pull them tracks out, bitch, come here
Yeah, baby, after we fuck, we ain't gon' talk 'bout it, leave right there
Tell your bitch she dead, can't come back here
Yeah, he gon' hit from the back, throw me up in the air
Yeah, baby, keep that fire, put it up in the air
We stackin' thesе hundreds, they're comin' in layеrs
Ain't goin' out sad, I grew up with the players
I sic my bitch to slime him down, get it in blood, no, I don't care
After that mission, 
park the Track'
, fuck her in the back and fix her hair

What's up, big daddy? (Daddy, yeah)
Tell him, ""What's up? What's happenin'?"" (Yeah)
He sent me a text, so I send him the addy (Yeah)
The way you grip on the Glock, that's how I want you to grab me
Say pussy taste like Laffy Taffy
Split on the dick like gymnastics (Yeah)
I said, ""Ooh, lil' baby, come here, get nasty"" (Ayy, ayy)
Yeah, skinny lil' bitch, take dick, no cappin' (Ayy, ayy, ayy)

Come on, baby, I know you special
Mindset on all the way above average
Lil' ass nigga, but I've been 'bout action
Smackin' shorty, man, them ain't actin'
Let a nigga play with my bitch, I'm blastin'
Tragic, everybody get a free casket
Her nails and feet stay up to par, I need to see French tail when you gaggin' (Blrrd, blrrd)

Yeah, he call me big purr (Blrrd, blrrd)
Come make that pussy purr (Blrrd, blrrd)
The SRT make her get wet, play in that cat while I switch gearsYou keep on runnin' from these backshots, pull them tracks out, bitch, come here
Yeah, baby, after we fuck, we ain't gon' talk 'bout it, leave right there
Tell your bitch she dead, can't come back here
Yeah, he gon' hit from the back, throw me up in the air
Yeah, baby, keep that fire, put it up in the air
We stackin' these hundreds, they're comin' in layers
Ain't goin' out sad, I grew up with the players
I sic my bitch to slime him down, get it in blood, no, I don't care
After that mission, park the Track', fuck her in the back and fix her hair",True
Blick Blick (with Nicki Minaj),Coi Leray,Blick Blick,2022,178413,4,0.916,0.824,8,-4.444,0,0.422,0.222,0.00108,0.0661,0.87,139.926,51,"I said, ""Uh, push it, push it, click-click""
Yeah, pop up on a opp and watch it blick, blick
Yeah, uh, push it, push it, click, click
Yeah, pop up on an opp and watch it blick, blick

Yeah, want a bad bitch like me? Keep on wishin', baby (Keep on wishin', baby)
Bust it open, first you gotta kiss it, baby (First you gotta, yuh)
Yeah, want another nigga, I go fishing, baby (I go fishing)
Yeah, I never let these broke ass niggas fix me, baby (Never let 'em fix me, baby)
Yeah, I hop on top and ride that dick, he actin' lazy
Yeah, that pussy soakin' wet, it's drippin' like a navy
Yeah, I call him big daddy, he call me lil' baby (Uh)
They know I'm the shit, I need some tissue, baby
Ayy, hold up, hold up, hold up
All these diamonds different color, color, color (Yeah)
I done ran up all these comma, comma, commas (Yeah)
Eat the cookie like a Nutterbutter-butter
Lick this pussy like just fa-la-la-la-la-la (Yeah)
Island ting, she a Bahama mama, mama (Mhm)
Do whatever for a dollar, dollar, dollar (Yeah)
Gucci snake up on my collar, collar, collar (Yeah)
Fuck that nigga, never gave that boy my number (Yeah)

Uh, push it, push it, click, click
Yeah, pop up on an opp and watch it blick, blick
Yeah, uh, push it, push it, click, click
Yeah, pop up on an opp and watch it blick, blick
I said, ""Uh, push it, push it, click-click""
Yeah, pop up on a opp, watch it blick, blick
Yeah, uh, push it, push it, click-click
Yeah, pop up on a opp, watch it blick, blick (Ayo)

Hoes ain't fuckin' with Barbie (Brr)
Tae did my pink bob, Marley (Brr)
I got a whole army, ask Charlie
Pull up with a killer, he the Joker, I'm Harley (Brr)
Wrist on chunky Barbie (Barbie)
Me, Onika Tanya (Tanya)
All these PR stunts
But bitch, you ain't Puertorriqueña ('Queña)
Fresh 'do, guess who? Drip, need a wetsuit
One and the two, give a fuck about the next few
Step one, cross me, there won't be a step two
Come through with some bitches that's bad, they gon' step too
Every nigga tryna pop ain't the next Woo (Oop)
Don't run up in my DM, R.I.P. to X too (X too, ooh)
Check who?
Niggas'll really spin your block if the Queen send a text through
Textin' with Jeff Bezos (Bezos)
'Bout to cop new Dracos (Dracos)
Opps is on the block, we 'bout to spin it like tornadoes ('Nadoes)
I'm-I'm-I'm 'bout to put some Louis seats inside my Lambo' (Lambo')
You-you-you know you bad when you can pose from any angle (Angle)
He said he upgraded, LOL, did you really? (Really?)
Well, I just turned Mr. Patek into Richard Millie
Ayo, hold up, hold up, hold up
All these diamonds different color, color, color
I'm the leader bitches follow, follow, follow
I created this shit, Tyler, Tyler, Tyler
Grab his mic and sing it, fa-la-la-la-la-la

Uh, push it, push it, click, click
Yeah, pop up on an opp and watch it blick, blick
Yeah, uh, push it, push it, click, click
Yeah, pop up on an opp and watch it blick, blick
I said, ""Uh, push it, push it, click-click""
Yeah, pop up on a opp, watch it blick, blick
Yeah, uh, push it, push it, click-click
Yeah, pop up on a opp, watch it blick, blick",True
No More Parties,Coi Leray,No More Parties,2021,140920,4,0.847,0.405,11,-10.901,1,0.584,0.232,5.37e-06,0.0944,0.588,156.999,46,"Yeah
They wan' eat off my plate (Eat off my plate, eat off my plate)
They wanna eat off me (Eat off me, eat off me)
When I had my vision, you couldn't see it (Couldn't see it)

I'm off to better things
I'm only doing shit that's gonna make me elevate (Elevate, elevate)
Only want people around that's gonna make me better
Bitch, pull up in that mhm
It's so mhm
They ask, ""how I get that ooh""?

I'm too busy getting this money, counting this cheddar (Counting this cheddar)
My daddy let me down, but I promise you, I won't let up (I won't lеt up)
I wanna say fuck that man but the shit won't make me bеtter (Make me better)
Me and my brother still beefin' right now, 'cause he ain't get that letter
Numb to the pain
Yeah, and I'm like yeah
Fuck everybody, yeah, I can't trust nobody
I ain't even really tryna party
Don't invite me to no party

Bitch, pull-up in that mhm
It's so mhm (Mhm)
They ask, how I get that ooh?
I'm a hustla', baby (Yeah)
You must not know me, baby (Know me baby, know me baby)

I'm off to better things
I'm only doing shit that's gonna make me elevate (Elevate, elevate)
Only want people around that's gonna make me better
Bitch, pull up in that mhm
It's so mhm
They ask, ""how I get that ooh""?

C-c-c-can't worry bout nobody, gotta worry about my business (Bout my business)
Don't bring them niggas around me, I don't know they intentions (They intentions)
Don't wanna fall In love 'cause these lil' niggas trippin' (Trippin', trippin')
Why I stay out the way, gotta make sure I keep my distance
Why-why-why they wanna hate me?
This shit crazy (Crazy)
She mad I took her nigga, ooh
That's my bussit baby, ooh, yeah
You must not know me baby (Know me baby, know me, know me, know me)
Hehehe

I'm off to better things
I'm only doing shit that's gonna make me elevate (Elevate)
Only want people around that's gonna make me better
Bitch, pull up in that mhm
It's so mhm (Mhm)
They ask ""how I get that ooh""?

Bitch pull-up in that mhm
It's so mhm (Mhm)
They ask ""how I get that ooh""?",True
Players,Coi Leray,Players,2022,139560,4,0.948,0.512,6,-5.74,0,0.146,0.0269,8.57e-06,0.0504,0.599,105.004,71,"Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

What you know about livin' on the top?
Penthouse suites, lookin' down on the opps
Took him for a test drive, left him on the lot
Time is money, so I spent it on a watch
Hold on, lil' titties showin' through the white tee
You can see the thong bustin' out my tight jeans (Okay)
Rocks on my fingers like a nigga wifed me
Got another shorty? She ain't nothin' like me

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want

Yeah, 'cause girls is players too
Uh, yeah, yeah, 'cause girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too

I go on and on and on again
He blowin' up my phone, but I'm ignorin' him
He thinkin' he the one, I got like four of him
Yeah, I'm sittin' first class like valedictorian
Uh, came a long way from rag to riches
Five-star bitch, yeah, I taste so delicious
Let him lick the plate, yeah, I make him do the dishes
Now he on News 12 'cause a bitch went missin', sheesh

Yeah, 'bout to catch another flight
Yeah, the apple bottom make him wanna bite
Yeah, I just wanna have a good night
I just wanna have a good night
Hold up, if you don't know, now you know
If he broke, then you gotta let him go
You could have anybody, eeny, miny, moe
'Cause when you a boss, you could do what you want

Yeah, 'cause girls is players too
Uh (And it's time that we let 'em know that—), girls is players too (Keep it player, baby)
'Cause girls is players too
Bitches gettin' money all around the world 'cause girls is players too",True
TWINNEM,Coi Leray,TWINNEM,2021,117066,4,0.885,0.353,2,-10.484,1,0.0912,0.0866,5.78e-05,0.173,0.316,134.079,47,"Ooh (Mm)
Ooh (Mm)

Yeah, that's my twinnem
Go, best friend, we killin' 'em
Yeah, no new friends, get rid of them
Who these new niggas? Yeah, I ain't feelin' them
Yeah, it's just me and my twinnem

That loyalty everything
I don't hang with broke bitches, they just be killin' my energy
Ain't bringin' nothin' to the table then you cannot sit with me
They don't bring nothin' to the table but they be lookin' for sympathy
Niggas be havin' they hand out but never did shit for me
Know a couple niggas that donе switched up and turned right to my enеmy
That's why it's just me and my
Just me and my twinnem
That's why it's just me and my
Just me and my twinnem, yeah

Yeah, that's my twinnem
Go, best friend, we killin' 'em
Yeah, no new friends, get rid of them
Who these new niggas? Yeah (Who?), I ain't feelin' them
Yeah, it's just me and my twinnem

That's my dog
See, I'm with whatever, I'll pop on a bitch if she take it too far
Fuck whoever, that was way before, now this shit ours
We up on these bitches and turnt up, tell 'em to check the scores
I done turned all my niggas to bosses, yeah (To bosses)
R.I.P. cousi', we buried in Boston (Rest in peace)
My nigga forever, you know that we locked in, yeah
That's my nigga forever, ain't takin' no losses (Forever, forever, forever)

Yeah, that's my twinnem
Go, best friend, we killin' 'em
Yeah, no new friends, get rid of them
Who these new niggas? Yeah (Who?), I ain't feelin' them
Yeah, it's just me and my twinnem",True
Break Up in the End,Cole Swindell,All of It,2018,199693,4,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,61,"I'd still walk in that bar a little drunk
I'd still ask you what you're drinking, what's your name
I'd still kiss you by the shuffleboard, last call at 2am
Even though we break up in the end

I'd introduce you to my mom and dad
Say ""I think I love her"" when you leave that room
I'd still not take their advice when I say you're moving in
Even though we break up in the end

Even if I knew you'd be the one that got away
I'd still go back and get you
Even if I knew you'd be my best and worst mistake
Oh, I'd still make it with you
Over and over, again and again
Even though we break up in the end

I'd still play my favorite song in your car
Let you love me to it, 'til it felt like ours
Now all I hear is you in it, but I'd still let you ruin it
Even though we break up in the end

Even if I knew you'd be the one that got away
I'd still go back and get you
Even if I knew you'd be my best and worst mistake
Girl, I'd still make it with you
Over and over, again and again
Even though we break up in the end

You've just had one too many tonight
You're just calling 'cause you're lonely, that's okay
But you know if you come over, I can't not let you in
Even though we'll break up in the end
I'd do it over and over, again and again
Even though we'd break up in the end",True
Chillin' It,Cole Swindell,Cole Swindell,2013,196746,4,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,64,"I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby

Little sun left to burn in the blue sky
Shinin' off the cross hangin' from the mirror of my ride
Breeze blowin' in, your hair blowin' round
You're scanning through the stations lookin' for that country sound
The good stuff iced up in the back seat
Nowhere to go, nowhere to be

I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby
Sunset I bet there's a chance we can get
Sure enough tangled up laid back and lazy
Pour it on easy now don't spill a bit
Nothing but time tonight, let's get to killin' it
Long as I'm rockin' with you girl
You know I'm cool with
Just chillin' it

Nothing but two lane country on up ahead
Girl you so fine, I wouldn't mind if this is all we did
You got me high on kisses
You got me missin' signs
Hard lookin' left when my world is on my right

I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby
Sunset I bet there's a chance we can get
Sure enough tangled up laid back and lazy
Pour it on easy now don't spill a bit
Nothing but time tonight, let's get to killin' it
Long as I'm rockin' with you girl
You know I'm cool with
Just chillin' it

Nothing like a little you and me low key
Right now I'm right where I wanna be

I got my shades on, top back
Rollin' with the music jacked
One on the wheel, one around you baby
Sunset I bet there's a chance we can get
Sure enough tangled up laid back and lazy
Pour it on easy now don't spill a bit
Nothing but time tonight, let's get to killin' it
Long as I'm rockin' with you girl
You know I'm cool with
Just chillin' it

Yeah I love rockin' with you and girl
We're just chillin' it",True
